# 
# 
# 
Name RA dec g SNR sigma_LB lgM dchi2 lgtau z_ph z_ph_plus z_ph_minus z_sp "z_sp source" W1-W2 lgF Field z_simb r_z_simb z_ozdes z_desi z_best ID comment
J022238.76-050352.03 35.6615 -5.0645 21.4 21.1 16.7 "$8.0 \pm 0.3$" 0.7 "$2.1 \pm 0.4$" 0.9 0.30 0.35 0.9087 PanS 0.9 nan SN-X3 0.908668 2016MNRAS.457..110M -1.0 -1.0 0.908668 643 ""
J022348.12-051146.02 35.9505 -5.1961 22.1 16.9 14.6 "$6.0 \pm 0.4$" 0.3 "$2.4 \pm 0.5$" 0.07 0.03 0.02 nan None 17.8 nan SN-X3 -1.0 "" -1.0 -1.0 0.07 644 ""
J022307.89-045939.80 35.7829 -4.9944 22.8 20.1 16.7 "$9.1 \pm 0.4$" 0.3 "$2.4 \pm 0.7$" 1.09 0.02 0.01 nan None 0.6 nan SN-X3 -1.0 "" -1.0 -1.0 1.09 645 ""
J022248.82-051408.82 35.7034 -5.2358 22.5 15.3 14.4 "$7.5 \pm 0.2$" 1.0 "$2.9 \pm 0.8$" 0.18 0.01 0.02 3.3968 PanS nan nan SN-X3 3.396436 2016MNRAS.457..110M -1.0 -1.0 3.396436 646 ""
J022715.66-052754.72 36.8152 -5.4652 23.5 15.2 12.9 "$8.3 \pm 0.2$" 0.9 "$2.3 \pm 0.5$" 0.23 0.01 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.23 647 ""
J022719.70-052728.01 36.8321 -5.4578 22.4 16.3 15.2 "$8.9 \pm 0.3$" 1.0 "$2.2 \pm 0.5$" 1.1 0.10 0.05 nan None 18.4 nan SN-X3 -1.0 "" -1.0 -1.0 1.809426 648 "Bad SIMBAD redshift, using SDSS redshift"
J022632.39-043809.03 36.6349 -4.6358 22.0 16.6 14.7 "$7.9 \pm 0.2$" 1.5 "$2.4 \pm 0.6$" 0.18 0.01 0.03 1.8121 SDSS 17.9 -14.37 SN-X3 1.812166 2016MNRAS.457..110M -1.0 -1.0 1.812166 649 ""
J022205.18-045108.77 35.5216 -4.8524 22.6 14.8 12.4 "$6.8 \pm 0.7$" 0.1 "$2.7 \pm 0.8$" 0.1 0.02 0.01 nan None 18.2 nan SN-X3 -1.0 "" -1.0 -1.0 0.1 650 ""
J022248.99-044824.70 35.7041 -4.8069 21.8 18.7 17.2 "$8.1 \pm 0.4$" 0.1 "$2.6 \pm 0.8$" 1.35 0.10 0.15 1.4185 SDSS 1.2 nan SN-X3 1.41893 2015ApJS..219...12A -1.0 -1.0 1.41893 651 ""
J022416.66-045643.14 36.0694 -4.9453 21.1 20.6 15.1 "$8.6 \pm 0.6$" -0.0 "$1.8 \pm 0.3$" 1.05 0.05 0.25 nan None 1.0 nan SN-X3 -1.0 "" -1.0 -1.0 1.05 652 ""
J022326.46-045706.17 35.8602 -4.9517 20.9 22.8 18.2 "$9.0 \pm 0.5$" 0.2 "$3.1 \pm 0.6$" 0.85 0.60 0.30 0.8243 SDSS 0.8 nan SN-X3 0.824577 2016MNRAS.457..110M 0.8241199851036072 0.8247 0.8247 653 ""
J022402.73-051130.79 36.0114 -5.1919 23.4 18.5 15.7 "$9.5 \pm 0.3$" 0.2 "$2.9 \pm 0.7$" 0.17 0.01 0.03 2.2626 PanS 18.4 nan SN-X3 2.26107 2016MNRAS.457..110M -1.0 -1.0 2.26107 654 ""
J022448.27-051132.46 36.2011 -5.1924 23.1 13.2 13.6 "$6.3 \pm 0.8$" 0.0 "$2.5 \pm 0.6$" 0.07 0.02 0.01 3.373 PanS nan nan SN-X3 -1.0 "" -1.0 -1.0 3.373 655 ""
J022446.17-050827.73 36.1924 -5.141 18.9 22.4 17.8 "$9.5 \pm 0.2$" 0.9 "$3.4 \pm 0.4$" 1.4 0.10 0.05 1.3561 SDSS 1.2 nan SN-X3 1.356407 2016MNRAS.457..110M 1.3570899963378906 -1.0 1.3570899963378906 656 ""
J022415.76-052720.24 36.0657 -5.4556 22.9 12.1 13.2 "$7.9 \pm 0.5$" 0.0 "$2.7 \pm 0.9$" 0.54 0.02 0.04 0.561 SDSS 17.8 nan SN-X3 0.561036 2016MNRAS.457..110M -1.0 0.5611 0.5611 657 ""
J022409.58-052815.30 36.0399 -5.4709 22.1 18.9 15.6 "$7.5 \pm 0.7$" 0.1 "$2.2 \pm 0.4$" 0.45 0.04 0.01 nan None 1.1 nan SN-X3 -1.0 "" -1.0 -1.0 0.45 658 ""
J022401.34-052901.13 36.0056 -5.4836 20.8 18.6 15.7 "$7.9 \pm 0.8$" -0.0 "$1.5 \pm 0.2$" 1.0 0.25 0.40 1.0199 PanS 0.8 nan SN-X3 1.02133 2016MNRAS.457..110M -1.0 -1.0 1.02133 659 ""
J022537.51-052007.18 36.4063 -5.3353 23.1 18.5 15.3 "$8.1 \pm 0.7$" 0.1 "$2.2 \pm 0.6$" 1.06 0.01 0.03 nan None 0.7 nan SN-X3 -1.0 "" -1.0 -1.0 1.06 660 ""
J022448.29-052100.17 36.2012 -5.35 20.9 22.6 18.0 "$8.4 \pm 0.4$" 0.4 "$2.3 \pm 0.6$" 1.05 0.25 0.40 1.0371 PanS 0.9 nan SN-X3 1.03674 2016MNRAS.457..110M 1.0362499952316284 -1.0 1.0362499952316284 661 ""
J022805.76-051629.16 37.024 -5.2748 23.3 17.2 14.9 "$8.3 \pm 0.1$" 1.9 "$2.7 \pm 0.8$" 0.37 0.03 0.03 nan None 18.0 nan SN-X3 -1.0 "" -1.0 -1.0 0.37 662 ""
J022717.89-051623.98 36.8245 -5.2733 20.6 22.4 17.3 "$7.9 \pm 0.4$" 0.1 "$1.7 \pm 0.2$" 0.6 0.50 0.30 0.5652 SDSS 0.7 nan SN-X3 0.565492 2016MNRAS.457..110M 0.5660499930381775 0.5655 0.5655 663 ""
J022536.72-052129.72 36.403 -5.3583 23.0 14.5 12.9 "$6.6 \pm 0.1$" 2.4 "$2.4 \pm 0.6$" 0.34 0.04 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.34 664 ""
J022527.65-050639.14 36.3652 -5.1109 21.2 22.8 18.2 "$9.6 \pm 0.5$" 0.4 "$2.5 \pm 0.7$" 1.1 0.10 0.30 1.1166 PanS 1.0 nan SN-X3 1.11922 2020ApJS..249....3A 1.1175600290298462 -1.0 1.1175600290298462 665 ""
J022718.55-051102.89 36.8273 -5.1841 23.0 19.6 16.8 "$8.2 \pm 0.4$" 0.2 "$2.5 \pm 0.8$" 1.4 0.05 0.10 nan None 18.3 nan SN-X3 -1.0 "" -1.0 -1.0 1.4 666 ""
J022651.02-051106.64 36.7126 -5.1852 22.8 10.8 10.0 "$8.2 \pm 0.0$" 16.7 "$2.4 \pm 0.5$" 0.07 0.02 0.03 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.07 667 ""
J022517.26-051322.89 36.3219 -5.223 22.6 21.0 16.8 "$8.2 \pm 0.7$" 0.3 "$2.5 \pm 0.7$" 0.8 0.20 0.05 0.8709 SDSS 0.4 nan SN-X3 0.87106 2015ApJS..219...12A -1.0 -1.0 0.87106 668 ""
J022319.71-052002.55 35.8321 -5.334 19.8 9.8 4.1 "$5.1 \pm 0.4$" 0.4 "$0.7 \pm 1.4$" 0.08 0.02 0.02 0.0 SDSS 18.4 nan SN-X3 -1.0 "" -1.0 0.0 0.08 669 "CV star"
J022529.41-050946.55 36.3725 -5.1629 21.0 21.8 17.8 "$8.5 \pm 0.4$" 0.2 "$2.9 \pm 0.7$" 1.4 0.45 0.25 1.2882 SDSS 1.1 nan SN-X3 1.2884 2016MNRAS.457..110M 1.286370038986206 -1.0 1.286370038986206 670 ""
J022323.19-051822.74 35.8466 -5.3063 23.5 16.4 14.3 "$6.7 \pm 0.6$" 0.0 "$2.8 \pm 0.8$" 0.26 0.02 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.26 671 ""
J022347.05-051629.92 35.946 -5.275 22.0 21.1 17.0 "$7.3 \pm 0.5$" 0.4 "$2.7 \pm 0.6$" 0.18 0.01 0.03 1.9227 SDSS 0.9 nan SN-X3 1.923086 2016MNRAS.457..110M -1.0 -1.0 1.923086 672 ""
J022539.90-051446.43 36.4162 -5.2462 23.5 14.7 13.4 "$8.9 \pm 0.4$" 0.3 "$2.0 \pm 0.4$" 1.08 0.03 0.01 nan None 1.0 nan SN-X3 -1.0 "" -1.0 -1.0 1.08 673 "Bad redshift, use photo-z"
J022542.41-051452.47 36.4267 -5.2479 21.6 21.2 16.3 "$8.6 \pm 0.5$" 0.2 "$2.3 \pm 0.7$" 1.25 0.10 0.10 1.2579 SDSS 16.3 nan SN-X3 1.257845 2016MNRAS.457..110M 1.259909987449646 -1.0 1.259909987449646 674 ""
J022541.98-051118.38 36.4249 -5.1884 21.5 19.8 17.5 "$6.7 \pm 0.4$" 0.2 "$2.8 \pm 0.8$" 0.28 0.05 0.01 1.5335 PanS 1.3 nan SN-X3 -1.0 "" -1.0 -1.0 1.53 675 "No redshift from SIMBAD, using redshift from VIPERS"
J022546.35-051225.33 36.4431 -5.207 23.9 9.8 12.1 "$7.2 \pm 0.7$" 0.0 "$2.8 \pm 0.8$" 0.38 0.02 0.02 nan None 0.3 nan SN-X3 -1.0 "" -1.0 -1.0 0.38 676 ""
J022522.20-050815.32 36.3425 -5.1376 22.1 20.5 16.5 "$9.6 \pm 0.2$" 1.6 "$2.0 \pm 0.4$" 1.0 0.05 0.10 1.0045 PanS 0.5 nan SN-X3 1.002377 2016MNRAS.457..110M 1.0037100315093994 -1.0 1.0037100315093994 677 ""
J022641.99-051907.41 36.6749 -5.3187 22.1 15.9 13.8 "$9.3 \pm 0.4$" 0.2 "$2.2 \pm 0.7$" 1.4 0.05 0.10 nan None 18.0 nan SN-X3 -1.0 "" -1.0 -1.0 1.4 678 ""
J022821.85-051343.99 37.091 -5.2289 23.0 10.4 14.6 "$8.5 \pm 0.2$" 0.5 "$2.3 \pm 0.5$" 0.29 0.01 0.01 nan None 0.4 nan SN-X3 -1.0 "" -1.0 -1.0 0.29 679 ""
J022543.79-045813.85 36.4325 -4.9705 23.1 14.5 13.3 "$9.5 \pm 0.1$" 4.7 "$2.4 \pm 0.6$" 0.31 0.02 0.02 nan None nan nan SN-X3 1.5048 2014A&A...562A..23G -1.0 -1.0 1.5048 680 ""
J022710.02-050507.99 36.7918 -5.0856 22.5 11.3 10.9 "$7.6 \pm 0.2$" 1.1 "$2.4 \pm 0.5$" 0.07 0.02 0.03 nan None 22.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.07 681 ""
J022329.27-045452.05 35.872 -4.9145 20.5 22.9 18.2 "$7.3 \pm 0.4$" 0.1 "$2.5 \pm 0.8$" 0.6 0.25 0.20 0.6038 SDSS 0.9 nan SN-X3 0.603221 2016MNRAS.457..110M 0.6042500138282776 -1.0 0.6042500138282776 682 ""
J022423.13-045500.33 36.0964 -4.9168 23.6 5.6 10.0 "$9.2 \pm 0.2$" 1.5 "$2.1 \pm 0.5$" 0.54 0.03 0.02 nan None 17.8 nan SN-X3 -1.0 "" -1.0 -1.0 0.54 683 ""
J022812.67-045714.98 37.0528 -4.9542 21.6 22.5 17.7 "$8.9 \pm 0.5$" 0.3 "$1.9 \pm 0.3$" 1.3 0.35 0.05 1.2984 SDSS 0.8 nan SN-X3 1.298852 2016MNRAS.457..110M -1.0 -1.0 1.298852 684 ""
J022353.87-045508.22 35.9745 -4.919 21.9 20.7 16.2 "$8.9 \pm 0.5$" 0.1 "$2.4 \pm 0.7$" 1.15 0.05 0.15 0.9962 SDSS 0.8 nan SN-X3 0.99614 2015ApJS..219...12A -1.0 -1.0 0.99614 685 ""
J022715.58-050226.81 36.8149 -5.0408 22.0 22.1 17.6 "$9.6 \pm 0.3$" 0.2 "$2.5 \pm 0.8$" 1.4 0.35 0.10 1.3741 PanS 0.8 nan SN-X3 1.378829 2016MNRAS.457..110M -1.0 -1.0 1.378829 686 ""
J022737.17-050212.53 36.9049 -5.0368 23.1 12.0 11.1 "$8.6 \pm 0.4$" 0.7 "$2.2 \pm 0.6$" 0.24 0.04 0.02 nan None 18.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.24 687 ""
J022340.57-045116.01 35.919 -4.8544 23.7 14.2 12.6 "$8.6 \pm 0.5$" 0.0 "$2.6 \pm 0.8$" 1.2 0.20 0.10 nan None 0.6 nan SN-X3 -1.0 "" -1.0 -1.0 1.2 688 ""
J022759.82-050028.26 36.9993 -5.0078 24.0 7.7 9.1 "$8.4 \pm 0.4$" -0.0 "$2.4 \pm 0.8$" 1.36 0.02 0.02 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 1.36 689 ""
J022808.99-045747.87 37.0375 -4.9633 23.4 12.2 13.5 "$7.3 \pm 0.3$" 0.6 "$2.9 \pm 0.8$" 0.04 0.02 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.04 690 ""
J022711.37-045815.23 36.7974 -4.9709 22.5 20.7 17.7 "$6.4 \pm 0.5$" 0.1 "$3.0 \pm 0.7$" 0.12 0.03 0.02 nan None 18.2 nan SN-X3 -1.0 "" -1.0 -1.0 0.12 691 ""
J022328.12-045303.43 35.8672 -4.8843 23.3 13.0 12.0 "$9.0 \pm 0.1$" 6.6 "$2.0 \pm 0.3$" 0.25 0.01 0.03 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.25 692 ""
J022320.23-045411.70 35.8343 -4.9033 23.3 9.7 13.4 "$7.3 \pm 0.7$" 0.2 "$2.5 \pm 0.6$" 0.17 0.01 0.03 nan None 18.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.17 693 ""
J022607.77-041843.19 36.5324 -4.312 19.6 21.2 18.6 "$8.3 \pm 0.6$" 0.1 "$3.3 \pm 0.6$" 0.55 0.10 0.05 0.4961 2dF 0.8 nan SN-X3 0.495858 2016MNRAS.457..110M 0.49632999300956726 -1.0 0.49632999300956726 694 ""
J022253.62-042929.22 35.7234 -4.4914 19.9 21.4 17.7 "$8.8 \pm 0.1$" 2.2 "$2.6 \pm 0.8$" 0.25 0.02 0.03 0.2151 GAMA 16.9 nan SN-X3 0.21532 2016MNRAS.457..110M 0.21503999829292297 -1.0 0.21503999829292297 695 ""
J022557.40-041339.85 36.4892 -4.2277 20.8 13.0 16.8 "$8.6 \pm 0.5$" 0.5 "$2.6 \pm 0.8$" 0.6 0.45 0.25 0.6061 PanS 0.7 nan SN-X3 0.606259 2016MNRAS.457..110M -1.0 -1.0 0.606259 696 ""
J022648.99-042746.59 36.7041 -4.4629 19.6 19.2 15.7 "$8.9 \pm 0.4$" 1.1 "$2.0 \pm 0.3$" 0.35 0.30 0.15 0.3277 2dF 22.5 nan SN-X3 0.327424 2016MNRAS.457..110M -1.0 -1.0 0.327424 697 ""
J022336.18-042528.06 35.9008 -4.4245 19.2 4.5 3.2 "$5.7 \pm 0.8$" -0.0 "$-3.4 \pm 2.5$" 0.14 0.03 0.01 0.1904 GAMA 16.5 nan SN-X3 0.19041 2018MNRAS.474.3875B -1.0 -1.0 0.19041 698 ""
J022438.69-043417.70 36.1612 -4.5716 19.0 17.4 3.3 "$5.8 \pm 0.5$" 0.8 "$-4.6 \pm 14.5$" 0.02 0.14 0.01 0.0437 GAMA 0.0 nan SN-X3 0.043663 2021ApJS..256....4C -1.0 -1.0 0.043663 699 ""
J022256.91-051222.56 35.7371 -5.2063 19.6 10.1 5.0 "$6.9 \pm 0.5$" 0.8 "$-3.2 \pm 0.9$" 0.14 0.03 0.03 0.0967 GAMA 16.0 nan SN-X3 0.09671 2018MNRAS.474.3875B -1.0 -1.0 0.09671 700 ""
J022332.15-045739.64 35.884 -4.961 20.2 13.0 16.2 "$8.0 \pm 0.5$" 0.4 "$1.8 \pm 0.3$" 0.6 0.35 0.25 0.6016 SDSS 0.9 nan SN-X3 0.601552 2016MNRAS.457..110M 0.6022800207138062 -1.0 0.6022800207138062 701 ""
J022541.88-051834.59 36.4245 -5.3096 19.0 15.5 6.1 "$8.4 \pm 0.1$" 11.2 "$2.0 \pm 0.3$" 0.03 0.09 0.02 0.0539 GAMA 0.0 nan SN-X3 0.05388 2018MNRAS.474.3875B -1.0 -1.0 0.05388 702 ""
J022713.31-050727.40 36.8055 -5.1243 19.5 8.5 3.4 "$6.0 \pm 0.8$" 0.2 "$-2.4 \pm 519.4$" 0.14 0.03 0.12 0.1424 GAMA 0.3 nan SN-X3 0.14241 2018MNRAS.474.3875B -1.0 -1.0 0.14241 703 ""
J022717.20-050732.89 36.8217 -5.1258 19.3 14.8 5.4 "$6.0 \pm 0.7$" 0.1 "$-2.4 \pm 0.1$" 0.15 0.10 0.02 0.1443 GAMA 16.4 nan SN-X3 0.14432 2018MNRAS.474.3875B -1.0 -1.0 0.14432 704 ""
J022446.71-050017.47 36.1946 -5.0049 19.7 4.0 4.8 "$7.7 \pm 0.2$" 3.1 "$1.3 \pm 0.3$" 0.05 0.05 0.04 0.0694 PanS 0.1 nan SN-X3 0.069477 2021ApJS..256....4C -1.0 -1.0 0.069477 705 ""
J022523.35-050346.16 36.3473 -5.0628 19.8 5.3 5.1 "$6.5 \pm 0.3$" 0.5 "$0.6 \pm 0.5$" 0.2 0.11 0.04 0.1909 GAMA 16.4 nan SN-X3 0.19093 2018MNRAS.474.3875B -1.0 -1.0 0.19093 706 ""
